aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,7,1977,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,MONOMOTOR,6,1996,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,POLICIAL,LEVE,0
EXPERIMENTAL,ULTRALEVE,EDSON PIMENTEL MATHEUS,MAX M22,PISTÃO,MONOMOTOR,2,2002,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,LEVE,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,560XL,JATO,BIMOTOR,10,1999,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
***,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,6,1978,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,ESTÂNCIA SANTA RITA,FAZENDA SANTO ANTÔNIO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
***,AVIÃO,PIPER AIRCRAFT,PA-31,PISTÃO,BIMOTOR,8,1973,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,LORENZO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,310R,PISTÃO,BIMOTOR,6,1979,BRASIL,BRASIL,AVIÃO,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,ANÁPOLIS,POUSO,PRIVADA,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1985,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,PARTIDA DO MOTOR,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,MONOMOTOR,2,1946,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,ENCANTA MOÇA,FAZENDA BUSATO 1,DECOLAGEM,INSTRUÇÃO,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,1993,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
PARTICULAR,AVIÃO,PILATUS,PC-12/45,TURBOÉLICE,MONOMOTOR,10,2004,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,POLICIAL,NENHUM,0
INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,BIMOTOR,6,1972,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
REGULAR,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,194,2006,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
REGULAR,AVIÃO,EMBRAER,ERJ 170-200 LR,JATO,BIMOTOR,93,2009,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
REGULAR,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,197,2009,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,73,2010,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182G,PISTÃO,MONOMOTOR,5,1964,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,NENHUM,0
INSTRUÇÃO,AVIÃO,AEROMOT,AMT-600,PISTÃO,MONOMOTOR,2,2005,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-233,JATO,BIMOTOR,184,2003,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,BIMOTOR,7,1990,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
INSTRUÇÃO,AVIÃO,AEROMOT,AMT-600,PISTÃO,MONOMOTOR,2,2006,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,BIMOTOR,7,1984,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2006,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2006,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,BIMOTOR,50,1987,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0
***,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,MONOMOTOR,6,2006,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,POLICIAL,SUBSTANCIAL,0
EXPERIMENTAL,ULTRALEVE,***,FK9 MK3,PISTÃO,MONOMOTOR,2,2000,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,EXPERIMENTAL,NENHUM,0
REGULAR,AVIÃO,FOKKER,F28MK0100,JATO,BIMOTOR,107,1992,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,BIMOTOR,6,1981,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,MONOMOTOR,4,1972,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,MONOMOTOR,4,2007,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
REGULAR,AVIÃO,EMBRAER,EMB-120ER,TURBOÉLICE,BIMOTOR,34,1995,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,172C,PISTÃO,MONOMOTOR,4,1962,BRASIL,BRASIL,AVIÃO,PARTICULAR,CURRAIS NOVOS,SENADOR NILO COELHO,POUSO,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-31T,TURBOÉLICE,BIMOTOR,8,1978,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,T206H,PISTÃO,MONOMOTOR,6,2009,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1978,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208,TURBOÉLICE,MONOMOTOR,11,1985,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
***,AVIÃO,BOEING COMPANY,767-201,JATO,BIMOTOR,0,1987,ESTADOS UNIDOS,ESTADOS UNIDOS,AVIÃO,***,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,***,NENHUM,0
TÁXI AÉREO,AVIÃO,DASSAULT AVIATION,FALCON 900EX (EASY),JATO,TRIMOTOR,17,2008,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2007,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,BIMOTOR,184,2001,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
***,AVIÃO,BRITTEN-NORMAN,BN-2A-9,PISTÃO,BIMOTOR,10,1971,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO INDIRETA,ATLAS BRASIL CANTANHEDE,FORA DE AERODROMO,SUBIDA,PRIVADA,LEVE,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,JATO,BIMOTOR,154,2008,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,REGULAR,LEVE,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,TURBOÉLICE,BIMOTOR,52,1996,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPERA,REGULAR,NENHUM,0
EXPERIMENTAL,AVIÃO,***,FALCAO AG-21,PISTÃO,MONOMOTOR,2,2009,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,LEVE,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2004,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,BIMOTOR,166,2006,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,REGULAR,LEVE,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,MONOMOTOR,4,2005,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,MARECHIARO,JACAREPAGUÁ,CRUZEIRO,PRIVADA,DESTRUÍDA,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2009,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,BEECH AIRCRAFT,B60,PISTÃO,BIMOTOR,6,1981,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,PRIVADA,NENHUM,0
***,AVIÃO,AIR TRACTOR,AT-802,TURBOÉLICE,MONOMOTOR,2,2003,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,RESENDE,FORA DE AERODROMO,MANOBRA,POLICIAL,DESTRUÍDA,2
***,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1982,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,SALGADO FILHO,SALGADO FILHO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,172F,PISTÃO,MONOMOTOR,4,1965,BRASIL,BRASIL,AVIÃO,PARTICULAR,CIRILO QUEIRÓZ,BAHIA - JORGE AMADO,CRUZEIRO,PRIVADA,LEVE,0
TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,MONOMOTOR,7,1990,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
TÁXI AÉREO,HELICÓPTERO,EUROCOPTER FRANCE,AS 365 N3,TURBOEIXO,BIMOTOR,13,2005,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,TURBOEIXO,BIMOTOR,14,1984,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,TÁXI AÉREO,NENHUM,0
PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,BIMOTOR,7,1990,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,RETA FINAL,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,MONOMOTOR,4,1973,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
***,AVIÃO,BEECH AIRCRAFT,C90A,TURBOÉLICE,BIMOTOR,8,1996,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,DEPUTADO LUÍS EDUARDO MAGALHÃES,PORTO SEGURO,DECOLAGEM,POLICIAL,LEVE,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,BIMOTOR,184,2008,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
***,AVIÃO,FOKKER,F28MK0100,JATO,BIMOTOR,107,1992,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,MONOMOTOR,4,1980,BRASIL,BRASIL,AVIÃO,PARTICULAR,MORADA NOVA DE MINAS,EMBAIXADOR WALTHER MOREIRA SALLES,POUSO,PRIVADA,LEVE,0
TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,MONOMOTOR,7,1986,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,TÁXI AÉREO,LEVE,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212,TURBOÉLICE,BIMOTOR,71,1995,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,NENHUM,0
REGULAR,AVIÃO,BOEING COMPANY,727-2J7,JATO,TRIMOTOR,173,0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,LEVE,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,150E,PISTÃO,MONOMOTOR,2,1965,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,DEPUTADO LUÍS EDUARDO MAGALHÃES,DEPUTADO LUÍS EDUARDO MAGALHÃES,MANOBRA,INSTRUÇÃO,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-231,JATO,BIMOTOR,183,1993,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,TURBOÉLICE,BIMOTOR,52,1996,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
***,AVIÃO,AEROMOT,AMT-600,PISTÃO,MONOMOTOR,2,2008,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,PORTO NACIONAL,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810D,PISTÃO,BIMOTOR,7,1985,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,LEVE,0
EXPERIMENTAL,ULTRALEVE,CHS AMAZONAS IMP E EXP LTDA,SEAMAX M22,PISTÃO,MONOMOTOR,2,2008,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,NENHUM,0
***,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,7,1981,BRASIL,BRASIL,AVIÃO,PARTICULAR,SÍLVIO NAME JÚNIOR,SÃO SEBASTIÃO,POUSO,PRIVADA,LEVE,0
TÁXI AÉREO,AVIÃO,LEARJET,60,JATO,BIMOTOR,10,2008,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,BIMOTOR,50,1994,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,REGULAR,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,BIMOTOR,50,1994,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
TÁXI AÉREO,AVIÃO,HAWKER BEECHCRAFT,390,JATO,BIMOTOR,8,2008,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,TÁXI AÉREO,LEVE,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,TURBOEIXO,MONOMOTOR,0,2007,ESTADOS UNIDOS,ESTADOS UNIDOS,HELICÓPTERO,***,ROMEU ZEMA,MÁRIO DE ALMEIDA FRANCO,CRUZEIRO,***,NENHUM,0
NÃO REGULAR,AVIÃO,BOEING COMPANY,727-214F,JATO,TRIMOTOR,7,1978,BRASIL,BRASIL,AVIÃO,NÃO REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,210,PISTÃO,MONOMOTOR,0,0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,LEVE,0
PARTICULAR,HELICÓPTERO,AGUSTA,A109E,TURBOEIXO,BIMOTOR,8,2006,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,LEVE,0
EXPERIMENTAL,ULTRALEVE,***,CONQUEST 180,PISTÃO,MONOMOTOR,2,2009,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,BIMOTOR,50,1994,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
***,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,7,1979,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FLORES,MAUÉS,SUBIDA,TÁXI AÉREO,DESTRUÍDA,6
***,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,MONOMOTOR,4,1974,BRASIL,BRASIL,AVIÃO,PARTICULAR,CÁCERES,CÁCERES,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,EMBRAER,EMB-110P,TURBOÉLICE,BIMOTOR,20,1976,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,SOROCABA,ADALBERTO MENDES DA SILVA,POUSO,TÁXI AÉREO,DESTRUÍDA,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,MONOMOTOR,6,1974,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,TÁXI AÉREO,LEVE,0
REGULAR,AVIÃO,BOEING COMPANY,727-2J7,JATO,TRIMOTOR,7,1974,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
***,AVIÃO,PIPER AIRCRAFT,PA-42,PISTÃO,BIMOTOR,0,0,ESTADOS UNIDOS,ESTADOS UNIDOS,AVIÃO,PARTICULAR,MUNICIPAL JOÃO WINCKLER,AEROPORTO ESTADUAL DE JUNDIAÍ,CORRIDA APÓS POUSO,***,SUBSTANCIAL,0
ESPECIALIZADA,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,4,2004,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,ESPECIALIZADA,NENHUM,0
REGULAR,AVIÃO,EMBRAER,ERJ 170-200 LR,JATO,BIMOTOR,93,2009,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1993,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,SANTA GENOVEVA/GOIÂNIA,SANTA GENOVEVA/GOIÂNIA,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,3,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
***,AVIÃO,FOKKER,F28MK0100,JATO,BIMOTOR,107,1991,BRASIL,BRASIL,AVIÃO,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,TANCREDO NEVES,CORRIDA APÓS POUSO,REGULAR,SUBSTANCIAL,0
REGULAR,AVIÃO,LET AIRCRAFT INDUSTRIES,L410UVP-E20,TURBOÉLICE,BIMOTOR,21,1988,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150L,PISTÃO,MONOMOTOR,2,1972,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
REGULAR,AVIÃO,FOKKER,F28MK0100,JATO,BIMOTOR,107,1992,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1982,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,USINA CORURIPE,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,1
PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,MONOMOTOR,4,0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1991,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,T206H,PISTÃO,MONOMOTOR,0,0,PARAGUAI,PARAGUAI,AVIÃO,***,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,***,DESTRUÍDA,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1980,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,1
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,BIMOTOR,184,2002,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
